province,phase,period_start,well_milled_price,regular_milled_price
Sultan Kudarat,2nd,2025-08-16,45.34,41.6
Sulu,2nd,2025-08-16,,
Surigao Del Norte,2nd,2025-08-16,41.34,34.38
Surigao Del Sur,2nd,2025-08-16,45.0,38.5
Tarlac,2nd,2025-08-16,52.5,33.67
Tawi-Tawi,2nd,2025-08-16,52.5,36.92
Western Samar,2nd,2025-08-16,44.4,39.67
Zambales,2nd,2025-08-16,53.04,56.98
Zamboanga Del Norte,2nd,2025-08-16,51.97,47.78
Zamboanga Del Sur,2nd,2025-08-16,41.2,37.75
Zamboanga Sibugay,2nd,2025-08-16,44.0,39.43
Abra,1st,2025-09-01,50.0,36.25
Agusan Del Norte,1st,2025-09-01,40.84,35.4
Agusan Del Sur,1st,2025-09-01,52.0,45.0
Aklan,1st,2025-09-01,50.5,37.0
Albay,1st,2025-09-01,46.58,42.88
Antique,1st,2025-09-01,47.5,36.0
Apayao,1st,2025-09-01,32.9,32.0
Aurora,1st,2025-09-01,33.59,38.33
Basilan,1st,2025-09-01,44.34,42.0
Bataan,1st,2025-09-01,58.06,36.5
Batanes,1st,2025-09-01,54.0,
Batangas,1st,2025-09-01,58.05,41.0
Benguet,1st,2025-09-01,48.67,43.5
Biliran,1st,2025-09-01,46.84,40.5
Bohol,1st,2025-09-01,52.1,48.9
Bukidnon,1st,2025-09-01,44.08,38.87
Bulacan,1st,2025-09-01,45.26,38.88
Cagayan,1st,2025-09-01,37.07,30.59
Camarines Norte,1st,2025-09-01,42.75,32.5
Camarines Sur,1st,2025-09-01,43.13,42.24
Camiguin,1st,2025-09-01,50.8,41.5
Capiz,1st,2025-09-01,48.5,46.5
Catanduanes,1st,2025-09-01,36.7,33.7
Cavite,1st,2025-09-01,39.83,39.31
Cebu,1st,2025-09-01,51.75,43.6
City Of Isabela,1st,2025-09-01,56.58,50.71
Davao De Oro,1st,2025-09-01,,36.42
Davao Del Norte,1st,2025-09-01,51.88,43.75
Davao Del Sur,1st,2025-09-01,48.5,41.19
Davao Occidental,1st,2025-09-01,46.21,39.0
Davao Oriental,1st,2025-09-01,54.12,38.88
Dinagat Islands,1st,2025-09-01,44.25,40.81
Eastern Samar,1st,2025-09-01,51.75,35.0
Guimaras,1st,2025-09-01,46.0,42.5
Ifugao,1st,2025-09-01,42.1,40.0
Ilocos Norte,1st,2025-09-01,37.71,34.0
Ilocos Sur,1st,2025-09-01,38.5,35.0
Iloilo,1st,2025-09-01,54.17,36.25
Isabela,1st,2025-09-01,39.06,34.89
Kalinga,1st,2025-09-01,39.0,35.0
La Union,1st,2025-09-01,40.0,34.78
Laguna,1st,2025-09-01,52.0,44.64
Lanao Del Sur,1st,2025-09-01,51.5,46.34
Lanao del Norte,1st,2025-09-01,45.83,40.5
Leyte,1st,2025-09-01,61.47,44.17
Maguindanao,1st,2025-09-01,38.84,38.0
Marinduque,1st,2025-09-01,50.37,35.67
Masbate,1st,2025-09-01,46.5,36.0
Misamis Occidental,1st,2025-09-01,44.12,38.0
Misamis Oriental,1st,2025-09-01,62.65,53.75
Mountain Province,1st,2025-09-01,58.25,46.0
NCR,1st,2025-09-01,47.01,39.75
Negros Occidental,1st,2025-09-01,53.5,54.0
Negros Oriental,1st,2025-09-01,51.75,42.0
North Cotabato,1st,2025-09-01,48.67,41.5
Northern Samar,1st,2025-09-01,41.6,34.1
Nueva Ecija,1st,2025-09-01,41.5,33.87
Nueva Vizcaya,1st,2025-09-01,33.0,31.5
Occidental Mindoro,1st,2025-09-01,47.83,42.17
Oriental Mindoro,1st,2025-09-01,43.0,37.67
Palawan,1st,2025-09-01,60.18,48.02
Pampanga,1st,2025-09-01,42.7,37.7
Pangasinan,1st,2025-09-01,45.21,38.9
Quezon,1st,2025-09-01,45.5,37.5
Quirino,1st,2025-09-01,33.09,31.88
Rizal,1st,2025-09-01,52.25,39.3
Romblon,1st,2025-09-01,46.13,45.21
Sarangani,1st,2025-09-01,42.55,39.5
Siquijor,1st,2025-09-01,49.2,40.8
Sorsogon,1st,2025-09-01,43.03,37.54
South Cotabato,1st,2025-09-01,42.8,35.96
Southern Leyte,1st,2025-09-01,51.21,48.47
Sultan Kudarat,1st,2025-09-01,45.09,37.35
Sulu,1st,2025-09-01,,
Surigao Del Norte,1st,2025-09-01,42.09,34.88
Surigao Del Sur,1st,2025-09-01,45.0,38.0
Tarlac,1st,2025-09-01,52.5,33.67
Tawi-Tawi,1st,2025-09-01,52.5,37.34
Western Samar,1st,2025-09-01,44.07,41.25
Zambales,1st,2025-09-01,52.67,56.6
Zamboanga Del Norte,1st,2025-09-01,51.22,46.85
Zamboanga Del Sur,1st,2025-09-01,41.7,38.17
Zamboanga Sibugay,1st,2025-09-01,46.0,38.67
Abra,2nd,2025-09-16,50.0,36.5
Agusan Del Norte,2nd,2025-09-16,42.5,35.4
Agusan Del Sur,2nd,2025-09-16,52.0,45.0
Aklan,2nd,2025-09-16,50.5,36.0
Albay,2nd,2025-09-16,45.52,40.35
Antique,2nd,2025-09-16,47.5,36.0
Apayao,2nd,2025-09-16,32.9,32.0
Aurora,2nd,2025-09-16,33.59,34.67
Basilan,2nd,2025-09-16,44.0,41.0
Bataan,2nd,2025-09-16,60.77,36.6
Batanes,2nd,2025-09-16,54.0,
Batangas,2nd,2025-09-16,58.05,41.0
Benguet,2nd,2025-09-16,48.67,43.5
Biliran,2nd,2025-09-16,46.84,40.5
Bohol,2nd,2025-09-16,52.2,48.6
Bukidnon,2nd,2025-09-16,44.04,38.79
Bulacan,2nd,2025-09-16,45.26,37.25
Cagayan,2nd,2025-09-16,37.07,30.59
Camarines Norte,2nd,2025-09-16,38.75,31.0
Camarines Sur,2nd,2025-09-16,41.72,41.92
Camiguin,2nd,2025-09-16,50.5,41.79
Capiz,2nd,2025-09-16,48.5,46.5
Catanduanes,2nd,2025-09-16,37.78,34.3
Cavite,2nd,2025-09-16,38.9,38.38
Cebu,2nd,2025-09-16,51.95,43.85
City Of Isabela,2nd,2025-09-16,56.28,50.42
Davao De Oro,2nd,2025-09-16,,35.92
Davao Del Norte,2nd,2025-09-16,51.88,43.75
Davao Del Sur,2nd,2025-09-16,48.21,41.47
Davao Occidental,2nd,2025-09-16,45.88,38.67
Davao Oriental,2nd,2025-09-16,52.64,37.67
Dinagat Islands,2nd,2025-09-16,44.5,41.29
Eastern Samar,2nd,2025-09-16,51.38,35.0
Guimaras,2nd,2025-09-16,46.0,42.5
Ifugao,2nd,2025-09-16,42.1,40.0
Ilocos Norte,2nd,2025-09-16,37.71,34.0
Ilocos Sur,2nd,2025-09-16,38.5,35.0
Iloilo,2nd,2025-09-16,52.34,36.25
Isabela,2nd,2025-09-16,38.5,33.67
Kalinga,2nd,2025-09-16,39.0,35.0
La Union,2nd,2025-09-16,40.0,35.23
Laguna,2nd,2025-09-16,52.0,44.64
Lanao Del Sur,2nd,2025-09-16,52.71,46.5
Lanao del Norte,2nd,2025-09-16,45.83,40.5
Leyte,2nd,2025-09-16,62.22,44.25
Maguindanao,2nd,2025-09-16,38.42,37.0
Marinduque,2nd,2025-09-16,50.04,35.75
Masbate,2nd,2025-09-16,43.17,35.04
Misamis Occidental,2nd,2025-09-16,44.25,37.9
Misamis Oriental,2nd,2025-09-16,62.41,53.35
Mountain Province,2nd,2025-09-16,66.5,52.5
NCR,2nd,2025-09-16,46.86,39.65
Negros Occidental,2nd,2025-09-16,53.5,54.0
Negros Oriental,2nd,2025-09-16,49.88,40.38
North Cotabato,2nd,2025-09-16,48.67,42.0
Northern Samar,2nd,2025-09-16,43.02,35.2
Nueva Ecija,2nd,2025-09-16,40.8,33.38
Nueva Vizcaya,2nd,2025-09-16,33.0,31.5
Occidental Mindoro,2nd,2025-09-16,47.77,41.57
Oriental Mindoro,2nd,2025-09-16,43.0,38.0
Palawan,2nd,2025-09-16,60.59,48.02
Pampanga,2nd,2025-09-16,42.7,37.7
Pangasinan,2nd,2025-09-16,45.71,38.9
Quezon,2nd,2025-09-16,45.5,37.5
Quirino,2nd,2025-09-16,33.09,31.88
Rizal,2nd,2025-09-16,52.25,39.3
Romblon,2nd,2025-09-16,46.25,45.09
Sarangani,2nd,2025-09-16,43.12,39.0
Siquijor,2nd,2025-09-16,50.0,42.2
Sorsogon,2nd,2025-09-16,43.4,37.21
South Cotabato,2nd,2025-09-16,42.8,35.96
Southern Leyte,2nd,2025-09-16,51.29,48.58
Sultan Kudarat,2nd,2025-09-16,45.09,37.35
Sulu,2nd,2025-09-16,,
Surigao Del Norte,2nd,2025-09-16,42.61,34.79
Surigao Del Sur,2nd,2025-09-16,45.0,38.0
Tarlac,2nd,2025-09-16,52.5,33.67
Tawi-Tawi,2nd,2025-09-16,57.5,36.84
Western Samar,2nd,2025-09-16,44.57,40.92
Zambales,2nd,2025-09-16,55.38,50.75
Zamboanga Del Norte,2nd,2025-09-16,51.22,46.85
Zamboanga Del Sur,2nd,2025-09-16,41.2,37.5
Zamboanga Sibugay,2nd,2025-09-16,46.0,38.67
Abra,1st,2025-10-01,50.0,36.5
Agusan Del Norte,1st,2025-10-01,36.17,34.92
Agusan Del Sur,1st,2025-10-01,52.25,44.63
Aklan,1st,2025-10-01,49.5,36.0
Albay,1st,2025-10-01,46.4,42.13
Antique,1st,2025-10-01,49.5,38.0
Apayao,1st,2025-10-01,34.0,33.1
Aurora,1st,2025-10-01,33.59,35.0
Basilan,1st,2025-10-01,42.84,41.0
Bataan,1st,2025-10-01,57.4,36.0
Batanes,1st,2025-10-01,54.0,
Batangas,1st,2025-10-01,52.83,40.5
Benguet,1st,2025-10-01,48.67,43.5
Biliran,1st,2025-10-01,47.84,40.5
Bohol,1st,2025-10-01,52.0,48.4
Bukidnon,1st,2025-10-01,44.08,36.75
Bulacan,1st,2025-10-01,46.53,37.34
Cagayan,1st,2025-10-01,36.78,30.59
Camarines Norte,1st,2025-10-01,41.75,31.0
Camarines Sur,1st,2025-10-01,43.12,40.51
Camiguin,1st,2025-10-01,47.84,42.0
Capiz,1st,2025-10-01,48.25,46.5
Catanduanes,1st,2025-10-01,36.2,34.6
Cavite,1st,2025-10-01,39.58,38.77
Cebu,1st,2025-10-01,52.05,43.65
City Of Isabela,1st,2025-10-01,55.97,50.17
Davao De Oro,1st,2025-10-01,,35.5
Davao Del Norte,1st,2025-10-01,49.88,43.0
Davao Del Sur,1st,2025-10-01,48.25,39.88
Davao Occidental,1st,2025-10-01,45.42,38.5
Davao Oriental,1st,2025-10-01,59.0,40.85
Dinagat Islands,1st,2025-10-01,44.5,41.27
Eastern Samar,1st,2025-10-01,50.67,35.5
Guimaras,1st,2025-10-01,45.0,42.5
Ifugao,1st,2025-10-01,47.0,38.0
Ilocos Norte,1st,2025-10-01,37.13,34.0
Ilocos Sur,1st,2025-10-01,40.5,33.5
Iloilo,1st,2025-10-01,54.5,38.25
Isabela,1st,2025-10-01,38.4,35.42
Kalinga,1st,2025-10-01,39.0,35.0
La Union,1st,2025-10-01,40.0,34.78
Laguna,1st,2025-10-01,52.0,44.64
Lanao Del Sur,1st,2025-10-01,52.38,47.0
Lanao del Norte,1st,2025-10-01,46.5,42.17
Leyte,1st,2025-10-01,61.97,43.75
Maguindanao,1st,2025-10-01,37.59,36.0
Marinduque,1st,2025-10-01,50.54,37.83
Masbate,1st,2025-10-01,50.0,42.17
Misamis Occidental,1st,2025-10-01,44.63,38.8
Misamis Oriental,1st,2025-10-01,62.82,53.36
Mountain Province,1st,2025-10-01,59.5,54.5
NCR,1st,2025-10-01,46.48,39.4
Negros Occidental,1st,2025-10-01,57.5,50.5
Negros Oriental,1st,2025-10-01,48.88,39.25
North Cotabato,1st,2025-10-01,47.5,41.04
Northern Samar,1st,2025-10-01,42.95,34.96
Nueva Ecija,1st,2025-10-01,40.4,32.75
Nueva Vizcaya,1st,2025-10-01,33.0,31.5
Occidental Mindoro,1st,2025-10-01,47.17,41.33
Oriental Mindoro,1st,2025-10-01,42.0,37.84
Palawan,1st,2025-10-01,60.94,48.54
Pampanga,1st,2025-10-01,42.6,37.5
Pangasinan,1st,2025-10-01,45.37,38.65
Quezon,1st,2025-10-01,45.5,37.0
Quirino,1st,2025-10-01,35.13,29.09
Rizal,1st,2025-10-01,52.0,39.55
Romblon,1st,2025-10-01,46.25,45.09
Sarangani,1st,2025-10-01,40.59,37.67
Siquijor,1st,2025-10-01,50.2,41.15
Sorsogon,1st,2025-10-01,44.0,37.71
South Cotabato,1st,2025-10-01,41.4,35.17
Southern Leyte,1st,2025-10-01,52.03,49.02
Sultan Kudarat,1st,2025-10-01,44.25,41.38
Sulu,1st,2025-10-01,,
Surigao Del Norte,1st,2025-10-01,41.55,35.54
Surigao Del Sur,1st,2025-10-01,45.0,38.75
Tarlac,1st,2025-10-01,52.5,33.67
Tawi-Tawi,1st,2025-10-01,60.0,42.25
Western Samar,1st,2025-10-01,50.0,41.8
Zambales,1st,2025-10-01,59.38,50.75
Zamboanga Del Norte,1st,2025-10-01,50.06,44.62
Zamboanga Del Sur,1st,2025-10-01,40.2,36.68
Zamboanga Sibugay,1st,2025-10-01,44.75,37.0
Abra,2nd,2025-10-16,50.0,36.5
Agusan Del Norte,2nd,2025-10-16,38.84,34.92
Agusan Del Sur,2nd,2025-10-16,52.25,44.63
Aklan,2nd,2025-10-16,49.5,36.0
Albay,2nd,2025-10-16,46.43,42.2
Antique,2nd,2025-10-16,49.5,38.67
Apayao,2nd,2025-10-16,34.0,33.1
Aurora,2nd,2025-10-16,35.84,31.67
Basilan,2nd,2025-10-16,42.84,41.0
Bataan,2nd,2025-10-16,60.77,36.6
Batanes,2nd,2025-10-16,52.67,
Batangas,2nd,2025-10-16,52.83,40.5
Benguet,2nd,2025-10-16,48.67,43.5
Biliran,2nd,2025-10-16,47.84,40.5
Bohol,2nd,2025-10-16,51.8,48.5
Bukidnon,2nd,2025-10-16,44.43,36.61
Bulacan,2nd,2025-10-16,44.93,37.45
Cagayan,2nd,2025-10-16,37.4,30.67
Camarines Norte,2nd,2025-10-16,40.75,34.5
Camarines Sur,2nd,2025-10-16,42.58,39.96
Camiguin,2nd,2025-10-16,48.5,43.5
Capiz,2nd,2025-10-16,47.5,46.0
Catanduanes,2nd,2025-10-16,37.55,35.1
Cavite,2nd,2025-10-16,39.71,38.69
Cebu,2nd,2025-10-16,52.15,42.4
City Of Isabela,2nd,2025-10-16,55.67,49.92
Davao De Oro,2nd,2025-10-16,,34.64
Davao Del Norte,2nd,2025-10-16,49.88,43.0
Davao Del Sur,2nd,2025-10-16,49.1,40.72
Davao Occidental,2nd,2025-10-16,45.42,38.25
Davao Oriental,2nd,2025-10-16,60.47,41.63
Dinagat Islands,2nd,2025-10-16,44.25,40.34
Eastern Samar,2nd,2025-10-16,50.75,36.0
Guimaras,2nd,2025-10-16,44.5,43.0
Ifugao,2nd,2025-10-16,47.0,38.0
Ilocos Norte,2nd,2025-10-16,37.0,34.0
Ilocos Sur,2nd,2025-10-16,40.5,33.5
Iloilo,2nd,2025-10-16,51.0,38.25
Isabela,2nd,2025-10-16,38.06,34.05
Kalinga,2nd,2025-10-16,39.0,35.0
La Union,2nd,2025-10-16,42.5,34.78
Laguna,2nd,2025-10-16,52.0,46.25
Lanao Del Sur,2nd,2025-10-16,52.38,47.0
Lanao del Norte,2nd,2025-10-16,46.5,42.17
Leyte,2nd,2025-10-16,61.97,43.75
Maguindanao,2nd,2025-10-16,37.59,36.0
Marinduque,2nd,2025-10-16,50.54,36.71
Masbate,2nd,2025-10-16,49.75,43.13
Misamis Occidental,2nd,2025-10-16,44.14,39.0
Misamis Oriental,2nd,2025-10-16,62.82,53.44
Mountain Province,2nd,2025-10-16,54.5,44.5
NCR,2nd,2025-10-16,46.52,39.33
Negros Occidental,2nd,2025-10-16,57.5,50.5
Negros Oriental,2nd,2025-10-16,48.88,39.25
North Cotabato,2nd,2025-10-16,46.88,41.0
Northern Samar,2nd,2025-10-16,43.05,35.34
Nueva Ecija,2nd,2025-10-16,40.4,32.75
Nueva Vizcaya,2nd,2025-10-16,33.0,31.5
Occidental Mindoro,2nd,2025-10-16,46.5,41.33
Oriental Mindoro,2nd,2025-10-16,42.0,37.59
Palawan,2nd,2025-10-16,59.82,47.96
Pampanga,2nd,2025-10-16,42.6,37.5
Pangasinan,2nd,2025-10-16,45.37,38.65
Quezon,2nd,2025-10-16,46.5,37.0
Quirino,2nd,2025-10-16,36.25,29.85
Rizal,2nd,2025-10-16,52.0,39.8
Romblon,2nd,2025-10-16,46.25,45.09
Sarangani,2nd,2025-10-16,43.72,39.0
Siquijor,2nd,2025-10-16,50.93,41.85
Sorsogon,2nd,2025-10-16,43.9,37.71
South Cotabato,2nd,2025-10-16,42.5,35.17
Southern Leyte,2nd,2025-10-16,52.38,49.02
Sultan Kudarat,2nd,2025-10-16,44.09,39.79
Sulu,2nd,2025-10-16,,
Surigao Del Norte,2nd,2025-10-16,40.89,34.29
Surigao Del Sur,2nd,2025-10-16,45.0,38.75
Tarlac,2nd,2025-10-16,51.0,33.0
Tawi-Tawi,2nd,2025-10-16,61.5,43.42
Western Samar,2nd,2025-10-16,54.8,43.33
Zambales,2nd,2025-10-16,59.38,51.0
Zamboanga Del Norte,2nd,2025-10-16,50.58,44.62
Zamboanga Del Sur,2nd,2025-10-16,39.0,36.55
Zamboanga Sibugay,2nd,2025-10-16,44.75,37.0
Abra,1st,2025-11-01,50.0,36.5
Agusan Del Norte,1st,2025-11-01,39.0,34.63
Agusan Del Sur,1st,2025-11-01,52.09,43.5
Aklan,1st,2025-11-01,49.5,37.0
Albay,1st,2025-11-01,46.03,41.75
Antique,1st,2025-11-01,49.5,39.0
Apayao,1st,2025-11-01,33.1,31.5
Aurora,1st,2025-11-01,34.17,31.67
Basilan,1st,2025-11-01,43.25,41.34
Bataan,1st,2025-11-01,51.0,35.8
Batanes,1st,2025-11-01,55.0,
Batangas,1st,2025-11-01,45.98,40.5
Benguet,1st,2025-11-01,48.67,43.5
Biliran,1st,2025-11-01,48.5,40.92
Bohol,1st,2025-11-01,53.1,48.2
Bukidnon,1st,2025-11-01,46.56,39.62
Bulacan,1st,2025-11-01,45.76,37.34
Cagayan,1st,2025-11-01,37.24,30.34
Camarines Norte,1st,2025-11-01,46.34,35.5
Camarines Sur,1st,2025-11-01,44.5,41.8
Camiguin,1st,2025-11-01,49.29,43.02
Capiz,1st,2025-11-01,48.0,46.34
Catanduanes,1st,2025-11-01,36.7,35.55
Cavite,1st,2025-11-01,40.5,39.88
Cebu,1st,2025-11-01,52.73,42.4
City Of Isabela,1st,2025-11-01,56.22,50.42
Davao De Oro,1st,2025-11-01,,36.05
Davao Del Norte,1st,2025-11-01,50.88,43.25
Davao Del Sur,1st,2025-11-01,49.4,40.64
Davao Occidental,1st,2025-11-01,45.84,37.75
Davao Oriental,1st,2025-11-01,66.67,42.0
Dinagat Islands,1st,2025-11-01,44.5,40.5
Eastern Samar,1st,2025-11-01,50.67,34.0
Guimaras,1st,2025-11-01,46.0,42.0
Ifugao,1st,2025-11-01,50.7,40.0
Ilocos Norte,1st,2025-11-01,37.0,34.0
Ilocos Sur,1st,2025-11-01,42.92,33.5
Iloilo,1st,2025-11-01,51.59,37.75
Isabela,1st,2025-11-01,37.94,34.71
Kalinga,1st,2025-11-01,39.5,36.0
La Union,1st,2025-11-01,40.0,34.78
Laguna,1st,2025-11-01,52.0,44.84
Lanao Del Sur,1st,2025-11-01,52.38,47.5
Lanao del Norte,1st,2025-11-01,44.5,39.17
Leyte,1st,2025-11-01,62.97,44.13
Maguindanao,1st,2025-11-01,36.75,33.92
Marinduque,1st,2025-11-01,50.29,36.0
Masbate,1st,2025-11-01,50.0,43.5
Misamis Occidental,1st,2025-11-01,44.47,40.17
Misamis Oriental,1st,2025-11-01,62.46,53.44
Mountain Province,1st,2025-11-01,58.5,53.5
NCR,1st,2025-11-01,46.84,39.46
Negros Occidental,1st,2025-11-01,57.5,50.5
Negros Oriental,1st,2025-11-01,50.38,40.88
North Cotabato,1st,2025-11-01,48.83,41.0
Northern Samar,1st,2025-11-01,41.84,35.4
Nueva Ecija,1st,2025-11-01,40.5,33.5
Nueva Vizcaya,1st,2025-11-01,34.0,32.5
Occidental Mindoro,1st,2025-11-01,45.5,40.5
Oriental Mindoro,1st,2025-11-01,44.63,38.59
Palawan,1st,2025-11-01,60.32,47.96
Pampanga,1st,2025-11-01,43.4,38.0
Pangasinan,1st,2025-11-01,45.0,38.15
Quezon,1st,2025-11-01,46.5,37.0
Quirino,1st,2025-11-01,35.2,32.25
Rizal,1st,2025-11-01,53.75,41.42
Romblon,1st,2025-11-01,46.63,45.04
Sarangani,1st,2025-11-01,46.5,38.34
Siquijor,1st,2025-11-01,51.2,41.9
Sorsogon,1st,2025-11-01,40.5,37.0
South Cotabato,1st,2025-11-01,42.5,35.17
Southern Leyte,1st,2025-11-01,52.63,49.45
Sultan Kudarat,1st,2025-11-01,44.38,40.2
Sulu,1st,2025-11-01,,
Surigao Del Norte,1st,2025-11-01,42.72,35.29
Surigao Del Sur,1st,2025-11-01,44.0,38.0
Tarlac,1st,2025-11-01,52.5,33.5
Tawi-Tawi,1st,2025-11-01,64.0,42.09
Western Samar,1st,2025-11-01,54.64,43.67
Zambales,1st,2025-11-01,61.54,49.38
Zamboanga Del Norte,1st,2025-11-01,48.12,43.98
Zamboanga Del Sur,1st,2025-11-01,40.14,37.15
Zamboanga Sibugay,1st,2025-11-01,44.0,38.33
Abra,2nd,2025-11-16,50.0,36.5
Agusan Del Norte,2nd,2025-11-16,41.75,34.63
Agusan Del Sur,2nd,2025-11-16,52.0,43.88
Aklan,2nd,2025-11-16,50.0,37.0
Albay,2nd,2025-11-16,47.75,41.1
Antique,2nd,2025-11-16,49.0,38.0
Apayao,2nd,2025-11-16,32.75,31.0
Aurora,2nd,2025-11-16,37.0,31.67
Basilan,2nd,2025-11-16,44.25,43.0
Bataan,2nd,2025-11-16,60.77,36.6
Batanes,2nd,2025-11-16,55.09,
Batangas,2nd,2025-11-16,48.18,44.0
Benguet,2nd,2025-11-16,48.67,43.5
Biliran,2nd,2025-11-16,47.0,40.5
Bohol,2nd,2025-11-16,53.7,48.7
Bukidnon,2nd,2025-11-16,46.4,39.62
Bulacan,2nd,2025-11-16,46.46,36.17
Cagayan,2nd,2025-11-16,37.72,30.5
Camarines Norte,2nd,2025-11-16,44.95,35.5
Camarines Sur,2nd,2025-11-16,44.04,41.32
Camiguin,2nd,2025-11-16,48.13,42.77
Capiz,2nd,2025-11-16,48.0,46.34
Catanduanes,2nd,2025-11-16,36.7,35.55
Cavite,2nd,2025-11-16,41.32,40.54
Cebu,2nd,2025-11-16,54.55,44.27
City Of Isabela,2nd,2025-11-16,56.22,50.17
Davao De Oro,2nd,2025-11-16,,35.25
Davao Del Norte,2nd,2025-11-16,50.88,43.25
Davao Del Sur,2nd,2025-11-16,50.25,45.1
Davao Occidental,2nd,2025-11-16,46.5,37.71
Davao Oriental,2nd,2025-11-16,62.21,42.13
Dinagat Islands,2nd,2025-11-16,44.5,41.1
Eastern Samar,2nd,2025-11-16,50.75,34.0
Guimaras,2nd,2025-11-16,46.0,42.0
Ifugao,2nd,2025-11-16,50.7,40.0
Ilocos Norte,2nd,2025-11-16,37.0,34.0
Ilocos Sur,2nd,2025-11-16,41.0,33.5
Iloilo,2nd,2025-11-16,51.75,37.75
Isabela,2nd,2025-11-16,37.78,34.21
Kalinga,2nd,2025-11-16,39.5,36.0
La Union,2nd,2025-11-16,40.0,34.78
Laguna,2nd,2025-11-16,52.0,44.84
Lanao Del Sur,2nd,2025-11-16,52.38,47.5
Lanao del Norte,2nd,2025-11-16,44.5,39.17
Leyte,2nd,2025-11-16,63.77,44.3
Maguindanao,2nd,2025-11-16,36.09,33.92
Marinduque,2nd,2025-11-16,50.29,37.17
Masbate,2nd,2025-11-16,51.17,44.0
Misamis Occidental,2nd,2025-11-16,44.47,40.0
Misamis Oriental,2nd,2025-11-16,62.68,53.64
Mountain Province,2nd,2025-11-16,58.5,53.5
NCR,2nd,2025-11-16,47.08,39.72
Negros Occidental,2nd,2025-11-16,57.5,50.5
Negros Oriental,2nd,2025-11-16,48.88,40.0
North Cotabato,2nd,2025-11-16,46.3,41.0
Northern Samar,2nd,2025-11-16,41.82,34.67
Nueva Ecija,2nd,2025-11-16,41.8,34.84
Nueva Vizcaya,2nd,2025-11-16,34.0,32.5
Occidental Mindoro,2nd,2025-11-16,45.54,40.37
Oriental Mindoro,2nd,2025-11-16,44.63,38.34
Palawan,2nd,2025-11-16,60.71,48.21
Pampanga,2nd,2025-11-16,43.4,38.0
Pangasinan,2nd,2025-11-16,46.0,38.65
Quezon,2nd,2025-11-16,47.5,38.0
Quirino,2nd,2025-11-16,36.34,32.25
Rizal,2nd,2025-11-16,53.54,43.04
Romblon,2nd,2025-11-16,46.63,45.04
Sarangani,2nd,2025-11-16,47.78,36.5
Siquijor,2nd,2025-11-16,53.22,43.55
Sorsogon,2nd,2025-11-16,40.5,37.0
South Cotabato,2nd,2025-11-16,43.0,35.17
Southern Leyte,2nd,2025-11-16,49.21,49.62
Sultan Kudarat,2nd,2025-11-16,43.65,38.9
Sulu,2nd,2025-11-16,,
Surigao Del Norte,2nd,2025-11-16,44.75,37.29
Surigao Del Sur,2nd,2025-11-16,45.0,38.0
Tarlac,2nd,2025-11-16,52.5,33.5
Tawi-Tawi,2nd,2025-11-16,65.0,43.42
Western Samar,2nd,2025-11-16,52.79,46.5
Zambales,2nd,2025-11-16,61.54,49.38
Zamboanga Del Norte,2nd,2025-11-16,48.12,43.98
Zamboanga Del Sur,2nd,2025-11-16,41.6,37.4
Zamboanga Sibugay,2nd,2025-11-16,44.0,38.33
Abra,1st,2025-12-01,50.0,36.5
Agusan Del Norte,1st,2025-12-01,40.84,36.75
Agusan Del Sur,1st,2025-12-01,50.75,44.25
Aklan,1st,2025-12-01,50.0,37.0
Albay,1st,2025-12-01,48.32,42.07
Antique,1st,2025-12-01,49.25,39.0
Apayao,1st,2025-12-01,38.2,37.4
Aurora,1st,2025-12-01,35.0,35.0
Basilan,1st,2025-12-01,45.0,43.0
Bataan,1st,2025-12-01,52.84,36.0
Batanes,1st,2025-12-01,58.25,
Batangas,1st,2025-12-01,48.33,44.99
Benguet,1st,2025-12-01,48.67,43.5
Biliran,1st,2025-12-01,48.75,41.25
Bohol,1st,2025-12-01,52.7,48.7
Bukidnon,1st,2025-12-01,47.96,37.62
Bulacan,1st,2025-12-01,46.56,36.0
Cagayan,1st,2025-12-01,38.85,31.59
Camarines Norte,1st,2025-12-01,47.75,37.0
Camarines Sur,1st,2025-12-01,43.67,41.32
Camiguin,1st,2025-12-01,47.32,42.77
Capiz,1st,2025-12-01,48.25,46.34
Catanduanes,1st,2025-12-01,40.8,37.05
Cavite,1st,2025-12-01,43.39,42.61
Cebu,1st,2025-12-01,54.75,44.27
City Of Isabela,1st,2025-12-01,56.28,50.42
Davao De Oro,1st,2025-12-01,,36.75
Davao Del Norte,1st,2025-12-01,53.38,44.25
Davao Del Sur,1st,2025-12-01,53.94,47.63
Davao Occidental,1st,2025-12-01,52.17,41.29
Davao Oriental,1st,2025-12-01,65.25,44.88
Dinagat Islands,1st,2025-12-01,47.5,43.5
Eastern Samar,1st,2025-12-01,51.17,36.0
Guimaras,1st,2025-12-01,47.0,42.0
Ifugao,1st,2025-12-01,48.4,40.0
Ilocos Norte,1st,2025-12-01,37.64,34.0
Ilocos Sur,1st,2025-12-01,41.0,33.5
Iloilo,1st,2025-12-01,53.13,38.75
Isabela,1st,2025-12-01,38.94,35.96
Kalinga,1st,2025-12-01,40.0,37.0
La Union,1st,2025-12-01,40.0,34.78
Laguna,1st,2025-12-01,52.63,45.04
Lanao Del Sur,1st,2025-12-01,51.46,44.17
